,rank,artist,name,value,date,country,country_code,lastValue,year
2376,7,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2978043,2017-08-30,global,global,2994646.0,2017.6601598173515
2377,8,Demi Lovato,Sorry Not Sorry,2822584,2017-08-30,global,global,2805849.0,2017.6601598173515
2378,9,Luis Fonsi,Despacito - Remix,2718114,2017-08-30,global,global,2739962.0,2017.6601598173515
2379,10,Lil Uzi Vert,XO Tour Llif3,2618912,2017-08-30,global,global,2606347.0,2017.6601598173515
2380,1,Taylor Swift,Look What You Made Me Do,5716583,2017-08-31,global,global,5903329.0,2017.662899543379
2381,2,J Balvin,Mi Gente,4386766,2017-08-31,global,global,4412260.0,2017.662899543379
2382,3,Justin Bieber,Friends (with BloodPop®),3492682,2017-08-31,global,global,3508039.0,2017.662899543379
2383,4,Dua Lipa,New Rules,3467591,2017-08-31,global,global,3460920.0,2017.662899543379
2384,5,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",3150473,2017-08-31,global,global,3189004.0,2017.662899543379
2385,6,French Montana,Unforgettable,3141689,2017-08-31,global,global,3137732.0,2017.662899543379
2386,7,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2937460,2017-08-31,global,global,2978043.0,2017.662899543379
2387,8,Demi Lovato,Sorry Not Sorry,2837800,2017-08-31,global,global,2822584.0,2017.662899543379
2388,9,Luis Fonsi,Despacito - Remix,2690750,2017-08-31,global,global,2718114.0,2017.662899543379
2389,10,Camila Cabello,Havana,2602877,2017-08-31,global,global,2602877.0,2017.662899543379
2390,1,Taylor Swift,Look What You Made Me Do,5547962,2017-09-01,global,global,5716583.0,2017.6656392694065
2391,2,J Balvin,Mi Gente,4756176,2017-09-01,global,global,4386766.0,2017.6656392694065
2392,3,Justin Bieber,Friends (with BloodPop®),3595450,2017-09-01,global,global,3492682.0,2017.6656392694065
2393,4,Dua Lipa,New Rules,3569482,2017-09-01,global,global,3467591.0,2017.6656392694065
2394,5,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",3324451,2017-09-01,global,global,3150473.0,2017.6656392694065
2395,6,French Montana,Unforgettable,3284557,2017-09-01,global,global,3141689.0,2017.6656392694065
2396,7,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),3078482,2017-09-01,global,global,2937460.0,2017.6656392694065
2397,8,Demi Lovato,Sorry Not Sorry,2952488,2017-09-01,global,global,2837800.0,2017.6656392694065
2398,9,Luis Fonsi,Despacito - Remix,2897834,2017-09-01,global,global,2690750.0,2017.6656392694065
2399,10,Lil Uzi Vert,XO Tour Llif3,2709843,2017-09-01,global,global,2709843.0,2017.6656392694065
2400,1,Taylor Swift,Look What You Made Me Do,5041672,2017-09-02,global,global,5547962.0,2017.6683789954338
2401,2,J Balvin,Mi Gente,4698004,2017-09-02,global,global,4756176.0,2017.6683789954338
2402,3,Dua Lipa,New Rules,3471491,2017-09-02,global,global,3569482.0,2017.6683789954338
2403,4,Justin Bieber,Friends (with BloodPop®),3327829,2017-09-02,global,global,3595450.0,2017.6683789954338
2404,5,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",3236543,2017-09-02,global,global,3324451.0,2017.6683789954338
2405,6,French Montana,Unforgettable,3125740,2017-09-02,global,global,3284557.0,2017.6683789954338
2406,7,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2920010,2017-09-02,global,global,3078482.0,2017.6683789954338
2407,8,Luis Fonsi,Despacito - Remix,2868039,2017-09-02,global,global,2897834.0,2017.6683789954338
2408,9,Demi Lovato,Sorry Not Sorry,2780440,2017-09-02,global,global,2952488.0,2017.6683789954338
2409,10,Ed Sheeran,Shape of You,2599464,2017-09-02,global,global,2599464.0,2017.6683789954338
2410,1,Taylor Swift,Look What You Made Me Do,4554060,2017-09-03,global,global,5041672.0,2017.6711187214612
2411,2,J Balvin,Mi Gente,3976335,2017-09-03,global,global,4698004.0,2017.6711187214612
2412,3,Dua Lipa,New Rules,3123179,2017-09-03,global,global,3471491.0,2017.6711187214612
2413,4,Justin Bieber,Friends (with BloodPop®),2888170,2017-09-03,global,global,3327829.0,2017.6711187214612
2414,5,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2780666,2017-09-03,global,global,3236543.0,2017.6711187214612
2415,6,French Montana,Unforgettable,2735759,2017-09-03,global,global,3125740.0,2017.6711187214612
2416,7,Demi Lovato,Sorry Not Sorry,2491583,2017-09-03,global,global,2780440.0,2017.6711187214612
2417,8,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2470826,2017-09-03,global,global,2920010.0,2017.6711187214612
2418,9,Luis Fonsi,Despacito - Remix,2469596,2017-09-03,global,global,2868039.0,2017.6711187214612
2419,10,Taylor Swift,...Ready For It?,2408401,2017-09-03,global,global,2408401.0,2017.6711187214612
2420,1,Taylor Swift,Look What You Made Me Do,4806984,2017-09-04,global,global,4554060.0,2017.6738584474886
2421,2,J Balvin,Mi Gente,4080383,2017-09-04,global,global,3976335.0,2017.6738584474886
2422,3,Taylor Swift,...Ready For It?,3506717,2017-09-04,global,global,2408401.0,2017.6738584474886
2423,4,Dua Lipa,New Rules,3494377,2017-09-04,global,global,3123179.0,2017.6738584474886
2424,5,Justin Bieber,Friends (with BloodPop®),3190493,2017-09-04,global,global,2888170.0,2017.6738584474886
2425,6,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",3003172,2017-09-04,global,global,2780666.0,2017.6738584474886
2426,7,French Montana,Unforgettable,2913186,2017-09-04,global,global,2735759.0,2017.6738584474886
2427,8,Demi Lovato,Sorry Not Sorry,2716968,2017-09-04,global,global,2491583.0,2017.6738584474886
2428,9,Camila Cabello,Havana,2654069,2017-09-04,global,global,2654069.0,2017.6738584474886
2429,10,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2615343,2017-09-04,global,global,2470826.0,2017.6738584474886
2430,1,Taylor Swift,Look What You Made Me Do,4863753,2017-09-05,global,global,4806984.0,2017.676598173516
2431,2,J Balvin,Mi Gente,4128659,2017-09-05,global,global,4080383.0,2017.676598173516
2432,3,Dua Lipa,New Rules,3590573,2017-09-05,global,global,3494377.0,2017.676598173516
2433,4,Taylor Swift,...Ready For It?,3581725,2017-09-05,global,global,3506717.0,2017.676598173516
2434,5,Justin Bieber,Friends (with BloodPop®),3311399,2017-09-05,global,global,3190493.0,2017.676598173516
2435,6,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2981971,2017-09-05,global,global,3003172.0,2017.676598173516
2436,7,French Montana,Unforgettable,2950305,2017-09-05,global,global,2913186.0,2017.676598173516
2437,8,Demi Lovato,Sorry Not Sorry,2814785,2017-09-05,global,global,2716968.0,2017.676598173516
2438,9,Camila Cabello,Havana,2803999,2017-09-05,global,global,2654069.0,2017.676598173516
2439,10,Logic,1-800-273-8255,2742450,2017-09-05,global,global,2742450.0,2017.676598173516
2440,1,Taylor Swift,Look What You Made Me Do,4709712,2017-09-06,global,global,4863753.0,2017.6793378995433
2441,2,J Balvin,Mi Gente,4168835,2017-09-06,global,global,4128659.0,2017.6793378995433
2442,3,Dua Lipa,New Rules,3633615,2017-09-06,global,global,3590573.0,2017.6793378995433
2443,4,Taylor Swift,...Ready For It?,3400510,2017-09-06,global,global,3581725.0,2017.6793378995433
2444,5,Justin Bieber,Friends (with BloodPop®),3284069,2017-09-06,global,global,3311399.0,2017.6793378995433
2445,6,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",3004928,2017-09-06,global,global,2981971.0,2017.6793378995433
2446,7,French Montana,Unforgettable,2989278,2017-09-06,global,global,2950305.0,2017.6793378995433
2447,8,Camila Cabello,Havana,2872396,2017-09-06,global,global,2803999.0,2017.6793378995433
2448,9,Logic,1-800-273-8255,2826987,2017-09-06,global,global,2742450.0,2017.6793378995433
2449,10,Demi Lovato,Sorry Not Sorry,2806413,2017-09-06,global,global,2814785.0,2017.6793378995433
2450,1,Taylor Swift,Look What You Made Me Do,4534776,2017-09-07,global,global,4709712.0,2017.6820776255709
2451,2,J Balvin,Mi Gente,4229635,2017-09-07,global,global,4168835.0,2017.6820776255709
2452,3,Dua Lipa,New Rules,3631518,2017-09-07,global,global,3633615.0,2017.6820776255709
2453,4,Justin Bieber,Friends (with BloodPop®),3247910,2017-09-07,global,global,3284069.0,2017.6820776255709
2454,5,Taylor Swift,...Ready For It?,3146759,2017-09-07,global,global,3400510.0,2017.6820776255709
2455,6,French Montana,Unforgettable,2994396,2017-09-07,global,global,2989278.0,2017.6820776255709
2456,7,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2940311,2017-09-07,global,global,3004928.0,2017.6820776255709
2457,8,Logic,1-800-273-8255,2914911,2017-09-07,global,global,2826987.0,2017.6820776255709
2458,9,Camila Cabello,Havana,2862404,2017-09-07,global,global,2872396.0,2017.6820776255709
2459,10,Demi Lovato,Sorry Not Sorry,2756523,2017-09-07,global,global,2806413.0,2017.6820776255709
2460,1,J Balvin,Mi Gente,4469175,2017-09-08,global,global,4229635.0,2017.6848173515982
2461,2,Taylor Swift,Look What You Made Me Do,4465932,2017-09-08,global,global,4534776.0,2017.6848173515982
2462,3,Sam Smith,Too Good At Goodbyes - Edit,3885400,2017-09-08,global,global,3885400.0,2017.6848173515982
2463,4,Dua Lipa,New Rules,3680505,2017-09-08,global,global,3631518.0,2017.6848173515982
2464,5,Justin Bieber,Friends (with BloodPop®),3311243,2017-09-08,global,global,3247910.0,2017.6848173515982
2465,6,Logic,1-800-273-8255,3145467,2017-09-08,global,global,2914911.0,2017.6848173515982
2466,7,Taylor Swift,...Ready For It?,3114867,2017-09-08,global,global,3146759.0,2017.6848173515982
2467,8,French Montana,Unforgettable,3081774,2017-09-08,global,global,2994396.0,2017.6848173515982
2468,9,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",3027641,2017-09-08,global,global,2940311.0,2017.6848173515982
2469,10,Camila Cabello,Havana,2886762,2017-09-08,global,global,2862404.0,2017.6848173515982
2470,1,J Balvin,Mi Gente,4413025,2017-09-09,global,global,4469175.0,2017.6875570776256
2471,2,Taylor Swift,Look What You Made Me Do,4271610,2017-09-09,global,global,4465932.0,2017.6875570776256
2472,3,Sam Smith,Too Good At Goodbyes,3685742,2017-09-09,global,global,3685742.0,2017.6875570776256
2473,4,Dua Lipa,New Rules,3589934,2017-09-09,global,global,3680505.0,2017.6875570776256
2474,5,Justin Bieber,Friends (with BloodPop®),3124734,2017-09-09,global,global,3311243.0,2017.6875570776256
2475,6,Logic,1-800-273-8255,3017947,2017-09-09,global,global,3145467.0,2017.6875570776256
2476,7,French Montana,Unforgettable,2950854,2017-09-09,global,global,3081774.0,2017.6875570776256
2477,8,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2906198,2017-09-09,global,global,3027641.0,2017.6875570776256
2478,9,Camila Cabello,Havana,2795194,2017-09-09,global,global,2886762.0,2017.6875570776256
2479,10,Taylor Swift,...Ready For It?,2637001,2017-09-09,global,global,3114867.0,2017.6875570776256
2480,1,Taylor Swift,Look What You Made Me Do,3779609,2017-09-10,global,global,4271610.0,2017.690296803653
2481,2,J Balvin,Mi Gente,3740600,2017-09-10,global,global,4413025.0,2017.690296803653
2482,3,Sam Smith,Too Good At Goodbyes,3631437,2017-09-10,global,global,3685742.0,2017.690296803653
2483,4,Dua Lipa,New Rules,3172553,2017-09-10,global,global,3589934.0,2017.690296803653
2484,5,Logic,1-800-273-8255,2870322,2017-09-10,global,global,3017947.0,2017.690296803653
2485,6,Justin Bieber,Friends (with BloodPop®),2706076,2017-09-10,global,global,3124734.0,2017.690296803653
2486,7,French Montana,Unforgettable,2589765,2017-09-10,global,global,2950854.0,2017.690296803653
2487,8,Camila Cabello,Havana,2537677,2017-09-10,global,global,2795194.0,2017.690296803653
2488,9,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2498313,2017-09-10,global,global,2906198.0,2017.690296803653
2489,10,ZAYN,Dusk Till Dawn - Radio Edit,2462043,2017-09-10,global,global,2462043.0,2017.690296803653
2490,1,Sam Smith,Too Good At Goodbyes - Edit,4164193,2017-09-11,global,global,4164193.0,2017.6930365296803
2491,2,Taylor Swift,Look What You Made Me Do,3970065,2017-09-11,global,global,3779609.0,2017.6930365296803
2492,3,J Balvin,Mi Gente,3866004,2017-09-11,global,global,3740600.0,2017.6930365296803
2493,4,Dua Lipa,New Rules,3469405,2017-09-11,global,global,3172553.0,2017.6930365296803
2494,5,Logic,1-800-273-8255,3137785,2017-09-11,global,global,2870322.0,2017.6930365296803
2495,6,Justin Bieber,Friends (with BloodPop®),2997089,2017-09-11,global,global,2706076.0,2017.6930365296803
2496,7,ZAYN,Dusk Till Dawn - Radio Edit,2934474,2017-09-11,global,global,2462043.0,2017.6930365296803
2497,8,French Montana,Unforgettable,2790542,2017-09-11,global,global,2589765.0,2017.6930365296803
2498,9,Camila Cabello,Havana,2765217,2017-09-11,global,global,2537677.0,2017.6930365296803
2499,10,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2688497,2017-09-11,global,global,2498313.0,2017.6930365296803
2500,1,Sam Smith,Too Good At Goodbyes - Edit,4356782,2017-09-12,global,global,4164193.0,2017.6957762557079
2501,2,Taylor Swift,Look What You Made Me Do,4022839,2017-09-12,global,global,3970065.0,2017.6957762557079
2502,3,J Balvin,Mi Gente,3957221,2017-09-12,global,global,3866004.0,2017.6957762557079
2503,4,Dua Lipa,New Rules,3595788,2017-09-12,global,global,3469405.0,2017.6957762557079
2504,5,Logic,1-800-273-8255,3240457,2017-09-12,global,global,3137785.0,2017.6957762557079
2505,6,Justin Bieber,Friends (with BloodPop®),3100872,2017-09-12,global,global,2997089.0,2017.6957762557079
2506,7,ZAYN,Dusk Till Dawn - Radio Edit,3046466,2017-09-12,global,global,2934474.0,2017.6957762557079
2507,8,French Montana,Unforgettable,2890086,2017-09-12,global,global,2790542.0,2017.6957762557079
2508,9,Camila Cabello,Havana,2883818,2017-09-12,global,global,2765217.0,2017.6957762557079
2509,10,Marshmello,Silence,2754944,2017-09-12,global,global,2754944.0,2017.6957762557079
2510,1,Sam Smith,Too Good At Goodbyes - Edit,4437414,2017-09-13,global,global,4356782.0,2017.6985159817352
2511,2,Taylor Swift,Look What You Made Me Do,4020774,2017-09-13,global,global,4022839.0,2017.6985159817352
2512,3,J Balvin,Mi Gente,3966537,2017-09-13,global,global,3957221.0,2017.6985159817352
2513,4,Dua Lipa,New Rules,3715683,2017-09-13,global,global,3595788.0,2017.6985159817352
2514,5,Logic,1-800-273-8255,3293302,2017-09-13,global,global,3240457.0,2017.6985159817352
2515,6,ZAYN,Dusk Till Dawn - Radio Edit,3113769,2017-09-13,global,global,3046466.0,2017.6985159817352
2516,7,Justin Bieber,Friends (with BloodPop®),3100572,2017-09-13,global,global,3100872.0,2017.6985159817352
2517,8,Camila Cabello,Havana,2954085,2017-09-13,global,global,2883818.0,2017.6985159817352
2518,9,French Montana,Unforgettable,2912679,2017-09-13,global,global,2890086.0,2017.6985159817352
2519,10,Marshmello,Silence,2807629,2017-09-13,global,global,2754944.0,2017.6985159817352
2520,1,Sam Smith,Too Good At Goodbyes - Edit,4489244,2017-09-14,global,global,4437414.0,2017.7012557077626
2521,2,J Balvin,Mi Gente,4044469,2017-09-14,global,global,3966537.0,2017.7012557077626
2522,3,Taylor Swift,Look What You Made Me Do,3976966,2017-09-14,global,global,4020774.0,2017.7012557077626
2523,4,Dua Lipa,New Rules,3748126,2017-09-14,global,global,3715683.0,2017.7012557077626
2524,5,Logic,1-800-273-8255,3363701,2017-09-14,global,global,3293302.0,2017.7012557077626
2525,6,ZAYN,Dusk Till Dawn - Radio Edit,3181103,2017-09-14,global,global,3113769.0,2017.7012557077626
2526,7,Justin Bieber,Friends (with BloodPop®),3097052,2017-09-14,global,global,3100572.0,2017.7012557077626
2527,8,Camila Cabello,Havana,3010743,2017-09-14,global,global,2954085.0,2017.7012557077626
2528,9,French Montana,Unforgettable,2928607,2017-09-14,global,global,2912679.0,2017.7012557077626
2529,10,Marshmello,Silence,2884087,2017-09-14,global,global,2807629.0,2017.7012557077626
2530,1,J Balvin,Mi Gente,4372920,2017-09-15,global,global,4044469.0,2017.70399543379
2531,2,Sam Smith,Too Good At Goodbyes - Edit,4261199,2017-09-15,global,global,4489244.0,2017.70399543379
2532,3,Taylor Swift,Look What You Made Me Do,4020237,2017-09-15,global,global,3976966.0,2017.70399543379
2533,4,Dua Lipa,New Rules,3910208,2017-09-15,global,global,3748126.0,2017.70399543379
2534,5,Logic,1-800-273-8255,3457993,2017-09-15,global,global,3363701.0,2017.70399543379
2535,6,Justin Bieber,Friends (with BloodPop®),3188444,2017-09-15,global,global,3097052.0,2017.70399543379
2536,7,ZAYN,Dusk Till Dawn - Radio Edit,3183544,2017-09-15,global,global,3181103.0,2017.70399543379
2537,8,Camila Cabello,Havana,3103172,2017-09-15,global,global,3010743.0,2017.70399543379
2538,9,French Montana,Unforgettable,3047851,2017-09-15,global,global,2928607.0,2017.70399543379
2539,10,Marshmello,Silence,2973009,2017-09-15,global,global,2884087.0,2017.70399543379
2540,1,J Balvin,Mi Gente,4361394,2017-09-16,global,global,4372920.0,2017.7067351598173
2541,2,Sam Smith,Too Good At Goodbyes - Edit,3898076,2017-09-16,global,global,4261199.0,2017.7067351598173
2542,3,Taylor Swift,Look What You Made Me Do,3867756,2017-09-16,global,global,4020237.0,2017.7067351598173
2543,4,Dua Lipa,New Rules,3804876,2017-09-16,global,global,3910208.0,2017.7067351598173
2544,5,Post Malone,rockstar,3389909,2017-09-16,global,global,3389909.0,2017.7067351598173
2545,6,Logic,1-800-273-8255,3257787,2017-09-16,global,global,3457993.0,2017.7067351598173
2546,7,Camila Cabello,Havana,3038387,2017-09-16,global,global,3103172.0,2017.7067351598173
2547,8,Justin Bieber,Friends (with BloodPop®),3025737,2017-09-16,global,global,3188444.0,2017.7067351598173
2548,9,ZAYN,Dusk Till Dawn - Radio Edit,2989179,2017-09-16,global,global,3183544.0,2017.7067351598173
2549,10,French Montana,Unforgettable,2944473,2017-09-16,global,global,3047851.0,2017.7067351598173
2550,1,Post Malone,rockstar,3828458,2017-09-17,global,global,3389909.0,2017.7094748858447
2551,2,J Balvin,Mi Gente,3642791,2017-09-17,global,global,4361394.0,2017.7094748858447
2552,3,Sam Smith,Too Good At Goodbyes - Edit,3618518,2017-09-17,global,global,3898076.0,2017.7094748858447
2553,4,Taylor Swift,Look What You Made Me Do,3387718,2017-09-17,global,global,3867756.0,2017.7094748858447
2554,5,Dua Lipa,New Rules,3345734,2017-09-17,global,global,3804876.0,2017.7094748858447
2555,6,Logic,1-800-273-8255,2982167,2017-09-17,global,global,3257787.0,2017.7094748858447
2556,7,Camila Cabello,Havana,2725865,2017-09-17,global,global,3038387.0,2017.7094748858447
2557,8,ZAYN,Dusk Till Dawn - Radio Edit,2723951,2017-09-17,global,global,2989179.0,2017.7094748858447
2558,9,Justin Bieber,Friends (with BloodPop®),2616826,2017-09-17,global,global,3025737.0,2017.7094748858447
2559,10,French Montana,Unforgettable,2546263,2017-09-17,global,global,2944473.0,2017.7094748858447
2560,1,Post Malone,rockstar,5286478,2017-09-18,global,global,3828458.0,2017.7122146118722
2561,2,Sam Smith,Too Good At Goodbyes - Edit,4037208,2017-09-18,global,global,3618518.0,2017.7122146118722
