,rank,artist,name,value,date,country,country_code,lastValue,year
11357,8,ZAYN,Dusk Till Dawn - Radio Edit,238130,2017-11-12,United Kingdom,gb,280689.0,2017.86301369863
11358,9,Ed Sheeran,Perfect,236075,2017-11-12,United Kingdom,gb,236075.0,2017.86301369863
11359,10,Rita Ora,Anywhere,234369,2017-11-12,United Kingdom,gb,285105.0,2017.86301369863
11360,1,Post Malone,rockstar,439475,2017-11-13,United Kingdom,gb,416602.0,2017.8657534246574
11361,2,Camila Cabello,Havana,387728,2017-11-13,United Kingdom,gb,384461.0,2017.8657534246574
11362,3,Sam Smith,Too Good At Goodbyes,317903,2017-11-13,United Kingdom,gb,314053.0,2017.8657534246574
11363,4,Marshmello,Silence,313071,2017-11-13,United Kingdom,gb,284339.0,2017.8657534246574
11364,5,Eminem,Walk On Water (feat. Beyoncé),299372,2017-11-13,United Kingdom,gb,262428.0,2017.8657534246574
11365,6,Dua Lipa,New Rules,286619,2017-11-13,United Kingdom,gb,283500.0,2017.8657534246574
11366,7,Rita Ora,Anywhere,257949,2017-11-13,United Kingdom,gb,234369.0,2017.8657534246574
11367,8,Big Shaq,Man's Not Hot,250851,2017-11-13,United Kingdom,gb,258461.0,2017.8657534246574
11368,9,ZAYN,Dusk Till Dawn - Radio Edit,245077,2017-11-13,United Kingdom,gb,238130.0,2017.8657534246574
11369,10,Post Malone,I Fall Apart,242032,2017-11-13,United Kingdom,gb,242032.0,2017.8657534246574
11370,1,Post Malone,rockstar,447694,2017-11-14,United Kingdom,gb,439475.0,2017.868493150685
11371,2,Camila Cabello,Havana,402958,2017-11-14,United Kingdom,gb,387728.0,2017.868493150685
11372,3,Marshmello,Silence,326765,2017-11-14,United Kingdom,gb,313071.0,2017.868493150685
11373,4,Sam Smith,Too Good At Goodbyes,324742,2017-11-14,United Kingdom,gb,317903.0,2017.868493150685
11374,5,Eminem,Walk On Water (feat. Beyoncé),293171,2017-11-14,United Kingdom,gb,299372.0,2017.868493150685
11375,6,Dua Lipa,New Rules,293007,2017-11-14,United Kingdom,gb,286619.0,2017.868493150685
11376,7,Rita Ora,Anywhere,270971,2017-11-14,United Kingdom,gb,257949.0,2017.868493150685
11377,8,Big Shaq,Man's Not Hot,256900,2017-11-14,United Kingdom,gb,250851.0,2017.868493150685
11378,9,ZAYN,Dusk Till Dawn - Radio Edit,250288,2017-11-14,United Kingdom,gb,245077.0,2017.868493150685
11379,10,Post Malone,I Fall Apart,247528,2017-11-14,United Kingdom,gb,242032.0,2017.868493150685
11380,1,Post Malone,rockstar,448622,2017-11-15,United Kingdom,gb,447694.0,2017.8712328767124
11381,2,Camila Cabello,Havana,408058,2017-11-15,United Kingdom,gb,402958.0,2017.8712328767124
11382,3,Marshmello,Silence,326653,2017-11-15,United Kingdom,gb,326765.0,2017.8712328767124
11383,4,Sam Smith,Too Good At Goodbyes,316276,2017-11-15,United Kingdom,gb,324742.0,2017.8712328767124
11384,5,Dua Lipa,New Rules,309506,2017-11-15,United Kingdom,gb,293007.0,2017.8712328767124
11385,6,Rita Ora,Anywhere,289096,2017-11-15,United Kingdom,gb,270971.0,2017.8712328767124
11386,7,Eminem,Walk On Water (feat. Beyoncé),268273,2017-11-15,United Kingdom,gb,293171.0,2017.8712328767124
11387,8,Big Shaq,Man's Not Hot,257750,2017-11-15,United Kingdom,gb,256900.0,2017.8712328767124
11388,9,Ed Sheeran,Perfect,256005,2017-11-15,United Kingdom,gb,256005.0,2017.8712328767124
11389,10,ZAYN,Dusk Till Dawn - Radio Edit,255681,2017-11-15,United Kingdom,gb,250288.0,2017.8712328767124
11390,1,Post Malone,rockstar,452162,2017-11-16,United Kingdom,gb,448622.0,2017.8739726027397
11391,2,Camila Cabello,Havana,394657,2017-11-16,United Kingdom,gb,408058.0,2017.8739726027397
11392,3,Marshmello,Silence,333402,2017-11-16,United Kingdom,gb,326653.0,2017.8739726027397
11393,4,Sam Smith,Too Good At Goodbyes,315455,2017-11-16,United Kingdom,gb,316276.0,2017.8739726027397
11394,5,Dua Lipa,New Rules,307883,2017-11-16,United Kingdom,gb,309506.0,2017.8739726027397
11395,6,Rita Ora,Anywhere,284275,2017-11-16,United Kingdom,gb,289096.0,2017.8739726027397
11396,7,Big Shaq,Man's Not Hot,260259,2017-11-16,United Kingdom,gb,257750.0,2017.8739726027397
11397,8,ZAYN,Dusk Till Dawn - Radio Edit,258909,2017-11-16,United Kingdom,gb,255681.0,2017.8739726027397
11398,9,NF,Let You Down,255923,2017-11-16,United Kingdom,gb,255923.0,2017.8739726027397
11399,10,Eminem,Walk On Water (feat. Beyoncé),254322,2017-11-16,United Kingdom,gb,268273.0,2017.8739726027397
11400,1,Post Malone,rockstar,479014,2017-11-17,United Kingdom,gb,452162.0,2017.876712328767
11401,2,Camila Cabello,Havana,406243,2017-11-17,United Kingdom,gb,394657.0,2017.876712328767
11402,3,Marshmello,Silence,343896,2017-11-17,United Kingdom,gb,333402.0,2017.876712328767
11403,4,Dua Lipa,New Rules,321538,2017-11-17,United Kingdom,gb,307883.0,2017.876712328767
11404,5,Sam Smith,Too Good At Goodbyes,312672,2017-11-17,United Kingdom,gb,315455.0,2017.876712328767
11405,6,Big Shaq,Man's Not Hot,293082,2017-11-17,United Kingdom,gb,260259.0,2017.876712328767
11406,7,Rita Ora,Anywhere,290528,2017-11-17,United Kingdom,gb,284275.0,2017.876712328767
11407,8,NF,Let You Down,256264,2017-11-17,United Kingdom,gb,255923.0,2017.876712328767
11408,9,ZAYN,Dusk Till Dawn - Radio Edit,254908,2017-11-17,United Kingdom,gb,258909.0,2017.876712328767
11409,10,Post Malone,I Fall Apart,253112,2017-11-17,United Kingdom,gb,253112.0,2017.876712328767
11410,1,Post Malone,rockstar,465956,2017-11-18,United Kingdom,gb,479014.0,2017.8794520547945
11411,2,Camila Cabello,Havana,427746,2017-11-18,United Kingdom,gb,406243.0,2017.8794520547945
11412,3,Marshmello,Silence,341632,2017-11-18,United Kingdom,gb,343896.0,2017.8794520547945
11413,4,Dua Lipa,New Rules,338370,2017-11-18,United Kingdom,gb,321538.0,2017.8794520547945
11414,5,Big Shaq,Man's Not Hot,313572,2017-11-18,United Kingdom,gb,293082.0,2017.8794520547945
11415,6,Sam Smith,Too Good At Goodbyes,309357,2017-11-18,United Kingdom,gb,312672.0,2017.8794520547945
11416,7,Rita Ora,Anywhere,303682,2017-11-18,United Kingdom,gb,290528.0,2017.8794520547945
11417,8,ZAYN,Dusk Till Dawn - Radio Edit,265050,2017-11-18,United Kingdom,gb,254908.0,2017.8794520547945
11418,9,Mabel,Finders Keepers,259254,2017-11-18,United Kingdom,gb,259254.0,2017.8794520547945
11419,10,NF,Let You Down,258070,2017-11-18,United Kingdom,gb,256264.0,2017.8794520547945
11420,1,Post Malone,rockstar,403619,2017-11-19,United Kingdom,gb,465956.0,2017.8821917808218
11421,2,Camila Cabello,Havana,366082,2017-11-19,United Kingdom,gb,427746.0,2017.8821917808218
11422,3,Marshmello,Silence,293961,2017-11-19,United Kingdom,gb,341632.0,2017.8821917808218
11423,4,Dua Lipa,New Rules,280426,2017-11-19,United Kingdom,gb,338370.0,2017.8821917808218
11424,5,Sam Smith,Too Good At Goodbyes,277655,2017-11-19,United Kingdom,gb,309357.0,2017.8821917808218
11425,6,Big Shaq,Man's Not Hot,267007,2017-11-19,United Kingdom,gb,313572.0,2017.8821917808218
11426,7,Rita Ora,Anywhere,258242,2017-11-19,United Kingdom,gb,303682.0,2017.8821917808218
11427,8,ZAYN,Dusk Till Dawn - Radio Edit,228105,2017-11-19,United Kingdom,gb,265050.0,2017.8821917808218
11428,9,Ed Sheeran,Perfect,224890,2017-11-19,United Kingdom,gb,224890.0,2017.8821917808218
11429,10,NF,Let You Down,217079,2017-11-19,United Kingdom,gb,258070.0,2017.8821917808218
11430,1,Post Malone,rockstar,430249,2017-11-20,United Kingdom,gb,403619.0,2017.8849315068494
11431,2,Camila Cabello,Havana,357944,2017-11-20,United Kingdom,gb,366082.0,2017.8849315068494
11432,3,Marshmello,Silence,319203,2017-11-20,United Kingdom,gb,293961.0,2017.8849315068494
11433,4,Dua Lipa,New Rules,285111,2017-11-20,United Kingdom,gb,280426.0,2017.8849315068494
11434,5,Sam Smith,Too Good At Goodbyes,282126,2017-11-20,United Kingdom,gb,277655.0,2017.8849315068494
11435,6,Rita Ora,Anywhere,275860,2017-11-20,United Kingdom,gb,258242.0,2017.8849315068494
11436,7,Big Shaq,Man's Not Hot,247281,2017-11-20,United Kingdom,gb,267007.0,2017.8849315068494
11437,8,Selena Gomez,Wolves,243256,2017-11-20,United Kingdom,gb,243256.0,2017.8849315068494
11438,9,NF,Let You Down,240091,2017-11-20,United Kingdom,gb,217079.0,2017.8849315068494
11439,10,ZAYN,Dusk Till Dawn - Radio Edit,239431,2017-11-20,United Kingdom,gb,228105.0,2017.8849315068494
11440,1,Post Malone,rockstar,449444,2017-11-21,United Kingdom,gb,430249.0,2017.8876712328768
11441,2,Camila Cabello,Havana,369856,2017-11-21,United Kingdom,gb,357944.0,2017.8876712328768
11442,3,Marshmello,Silence,326435,2017-11-21,United Kingdom,gb,319203.0,2017.8876712328768
11443,4,Dua Lipa,New Rules,297988,2017-11-21,United Kingdom,gb,285111.0,2017.8876712328768
11444,5,Rita Ora,Anywhere,294680,2017-11-21,United Kingdom,gb,275860.0,2017.8876712328768
11445,6,Sam Smith,Too Good At Goodbyes,287391,2017-11-21,United Kingdom,gb,282126.0,2017.8876712328768
11446,7,Selena Gomez,Wolves,261095,2017-11-21,United Kingdom,gb,243256.0,2017.8876712328768
11447,8,NF,Let You Down,258104,2017-11-21,United Kingdom,gb,240091.0,2017.8876712328768
11448,9,Big Shaq,Man's Not Hot,253631,2017-11-21,United Kingdom,gb,247281.0,2017.8876712328768
11449,10,Post Malone,I Fall Apart,245781,2017-11-21,United Kingdom,gb,245781.0,2017.8876712328768
11450,1,Post Malone,rockstar,448504,2017-11-22,United Kingdom,gb,449444.0,2017.890410958904
11451,2,Camila Cabello,Havana,376429,2017-11-22,United Kingdom,gb,369856.0,2017.890410958904
11452,3,Marshmello,Silence,328851,2017-11-22,United Kingdom,gb,326435.0,2017.890410958904
11453,4,Rita Ora,Anywhere,310525,2017-11-22,United Kingdom,gb,294680.0,2017.890410958904
11454,5,Dua Lipa,New Rules,300256,2017-11-22,United Kingdom,gb,297988.0,2017.890410958904
11455,6,Sam Smith,Too Good At Goodbyes,279777,2017-11-22,United Kingdom,gb,287391.0,2017.890410958904
11456,7,Selena Gomez,Wolves,275607,2017-11-22,United Kingdom,gb,261095.0,2017.890410958904
11457,8,NF,Let You Down,265320,2017-11-22,United Kingdom,gb,258104.0,2017.890410958904
11458,9,Big Shaq,Man's Not Hot,253385,2017-11-22,United Kingdom,gb,253631.0,2017.890410958904
11459,10,Post Malone,I Fall Apart,247694,2017-11-22,United Kingdom,gb,245781.0,2017.890410958904
11460,1,Post Malone,rockstar,451186,2017-11-23,United Kingdom,gb,448504.0,2017.8931506849315
11461,2,Camila Cabello,Havana,370784,2017-11-23,United Kingdom,gb,376429.0,2017.8931506849315
11462,3,Marshmello,Silence,328175,2017-11-23,United Kingdom,gb,328851.0,2017.8931506849315
11463,4,Rita Ora,Anywhere,311051,2017-11-23,United Kingdom,gb,310525.0,2017.8931506849315
11464,5,Dua Lipa,New Rules,294021,2017-11-23,United Kingdom,gb,300256.0,2017.8931506849315
11465,6,Sam Smith,Too Good At Goodbyes,275054,2017-11-23,United Kingdom,gb,279777.0,2017.8931506849315
11466,7,Selena Gomez,Wolves,275014,2017-11-23,United Kingdom,gb,275607.0,2017.8931506849315
11467,8,NF,Let You Down,267533,2017-11-23,United Kingdom,gb,265320.0,2017.8931506849315
11468,9,Big Shaq,Man's Not Hot,254484,2017-11-23,United Kingdom,gb,253385.0,2017.8931506849315
11469,10,Clean Bandit,I Miss You (feat. Julia Michaels),249834,2017-11-23,United Kingdom,gb,249834.0,2017.8931506849315
11470,1,Post Malone,rockstar,480153,2017-11-24,United Kingdom,gb,451186.0,2017.8958904109588
11471,2,Camila Cabello,Havana,385219,2017-11-24,United Kingdom,gb,370784.0,2017.8958904109588
11472,3,Marshmello,Silence,340497,2017-11-24,United Kingdom,gb,328175.0,2017.8958904109588
11473,4,Rita Ora,Anywhere,312307,2017-11-24,United Kingdom,gb,311051.0,2017.8958904109588
11474,5,Dua Lipa,New Rules,308858,2017-11-24,United Kingdom,gb,294021.0,2017.8958904109588
11475,6,Big Shaq,Man's Not Hot,288658,2017-11-24,United Kingdom,gb,254484.0,2017.8958904109588
11476,7,Sam Smith,Too Good At Goodbyes,277148,2017-11-24,United Kingdom,gb,275054.0,2017.8958904109588
11477,8,Selena Gomez,Wolves,268230,2017-11-24,United Kingdom,gb,275014.0,2017.8958904109588
11478,9,NF,Let You Down,264951,2017-11-24,United Kingdom,gb,267533.0,2017.8958904109588
11479,10,Post Malone,I Fall Apart,253279,2017-11-24,United Kingdom,gb,253279.0,2017.8958904109588
11480,1,Post Malone,rockstar,466502,2017-11-25,United Kingdom,gb,480153.0,2017.8986301369864
11481,2,Camila Cabello,Havana,406339,2017-11-25,United Kingdom,gb,385219.0,2017.8986301369864
11482,3,Marshmello,Silence,344164,2017-11-25,United Kingdom,gb,340497.0,2017.8986301369864
11483,4,Big Shaq,Man's Not Hot,322893,2017-11-25,United Kingdom,gb,288658.0,2017.8986301369864
11484,5,Rita Ora,Anywhere,321640,2017-11-25,United Kingdom,gb,312307.0,2017.8986301369864
11485,6,Dua Lipa,New Rules,320397,2017-11-25,United Kingdom,gb,308858.0,2017.8986301369864
11486,7,Sam Smith,Too Good At Goodbyes,271608,2017-11-25,United Kingdom,gb,277148.0,2017.8986301369864
11487,8,Selena Gomez,Wolves,267758,2017-11-25,United Kingdom,gb,268230.0,2017.8986301369864
11488,9,NF,Let You Down,267305,2017-11-25,United Kingdom,gb,264951.0,2017.8986301369864
11489,10,Mabel,Finders Keepers,255027,2017-11-25,United Kingdom,gb,255027.0,2017.8986301369864
11490,1,Post Malone,rockstar,398052,2017-11-26,United Kingdom,gb,466502.0,2017.9013698630138
11491,2,Camila Cabello,Havana,343806,2017-11-26,United Kingdom,gb,406339.0,2017.9013698630138
11492,3,Marshmello,Silence,291558,2017-11-26,United Kingdom,gb,344164.0,2017.9013698630138
11493,4,Big Shaq,Man's Not Hot,274440,2017-11-26,United Kingdom,gb,322893.0,2017.9013698630138
11494,5,Rita Ora,Anywhere,268082,2017-11-26,United Kingdom,gb,321640.0,2017.9013698630138
11495,6,Dua Lipa,New Rules,263543,2017-11-26,United Kingdom,gb,320397.0,2017.9013698630138
11496,7,Sam Smith,Too Good At Goodbyes,244367,2017-11-26,United Kingdom,gb,271608.0,2017.9013698630138
11497,8,Selena Gomez,Wolves,231618,2017-11-26,United Kingdom,gb,267758.0,2017.9013698630138
11498,9,NF,Let You Down,227124,2017-11-26,United Kingdom,gb,267305.0,2017.9013698630138
11499,10,Ed Sheeran,Perfect,225171,2017-11-26,United Kingdom,gb,225171.0,2017.9013698630138
11500,1,Post Malone,rockstar,418806,2017-11-27,United Kingdom,gb,398052.0,2017.9041095890411
11501,2,Camila Cabello,Havana,336939,2017-11-27,United Kingdom,gb,343806.0,2017.9041095890411
11502,3,Marshmello,Silence,310044,2017-11-27,United Kingdom,gb,291558.0,2017.9041095890411
11503,4,Rita Ora,Anywhere,292329,2017-11-27,United Kingdom,gb,268082.0,2017.9041095890411
11504,5,Dua Lipa,New Rules,269859,2017-11-27,United Kingdom,gb,263543.0,2017.9041095890411
11505,6,Ed Sheeran,Perfect,255817,2017-11-27,United Kingdom,gb,225171.0,2017.9041095890411
11506,7,NF,Let You Down,255438,2017-11-27,United Kingdom,gb,227124.0,2017.9041095890411
11507,8,Big Shaq,Man's Not Hot,253381,2017-11-27,United Kingdom,gb,274440.0,2017.9041095890411
11508,9,Clean Bandit,I Miss You (feat. Julia Michaels),250771,2017-11-27,United Kingdom,gb,250771.0,2017.9041095890411
11509,10,Selena Gomez,Wolves,247096,2017-11-27,United Kingdom,gb,231618.0,2017.9041095890411
11510,1,Post Malone,rockstar,425256,2017-11-28,United Kingdom,gb,418806.0,2017.9068493150685
11511,2,Camila Cabello,Havana,345925,2017-11-28,United Kingdom,gb,336939.0,2017.9068493150685
11512,3,Marshmello,Silence,321531,2017-11-28,United Kingdom,gb,310044.0,2017.9068493150685
11513,4,Rita Ora,Anywhere,299053,2017-11-28,United Kingdom,gb,292329.0,2017.9068493150685
11514,5,Dua Lipa,New Rules,275745,2017-11-28,United Kingdom,gb,269859.0,2017.9068493150685
11515,6,NF,Let You Down,267680,2017-11-28,United Kingdom,gb,255438.0,2017.9068493150685
11516,7,Clean Bandit,I Miss You (feat. Julia Michaels),258406,2017-11-28,United Kingdom,gb,250771.0,2017.9068493150685
11517,8,Selena Gomez,Wolves,255232,2017-11-28,United Kingdom,gb,247096.0,2017.9068493150685
11518,9,Ed Sheeran,Perfect,253607,2017-11-28,United Kingdom,gb,255817.0,2017.9068493150685
11519,10,Big Shaq,Man's Not Hot,250767,2017-11-28,United Kingdom,gb,253381.0,2017.9068493150685
11520,1,Post Malone,rockstar,421387,2017-11-29,United Kingdom,gb,425256.0,2017.9095890410958
11521,2,Camila Cabello,Havana,347227,2017-11-29,United Kingdom,gb,345925.0,2017.9095890410958
11522,3,Rita Ora,Anywhere,309113,2017-11-29,United Kingdom,gb,299053.0,2017.9095890410958
11523,4,Marshmello,Silence,307094,2017-11-29,United Kingdom,gb,321531.0,2017.9095890410958
11524,5,Dua Lipa,New Rules,281344,2017-11-29,United Kingdom,gb,275745.0,2017.9095890410958
11525,6,NF,Let You Down,274904,2017-11-29,United Kingdom,gb,267680.0,2017.9095890410958
11526,7,Clean Bandit,I Miss You (feat. Julia Michaels),267452,2017-11-29,United Kingdom,gb,258406.0,2017.9095890410958
11527,8,Selena Gomez,Wolves,259982,2017-11-29,United Kingdom,gb,255232.0,2017.9095890410958
11528,9,Big Shaq,Man's Not Hot,254555,2017-11-29,United Kingdom,gb,250767.0,2017.9095890410958
11529,10,Ed Sheeran,Perfect,248961,2017-11-29,United Kingdom,gb,253607.0,2017.9095890410958
11530,1,Post Malone,rockstar,412312,2017-11-30,United Kingdom,gb,421387.0,2017.9123287671232
11531,2,Camila Cabello,Havana,335112,2017-11-30,United Kingdom,gb,347227.0,2017.9123287671232
11532,3,Rita Ora,Anywhere,307677,2017-11-30,United Kingdom,gb,309113.0,2017.9123287671232
11533,4,Marshmello,Silence,294297,2017-11-30,United Kingdom,gb,307094.0,2017.9123287671232
11534,5,NF,Let You Down,273400,2017-11-30,United Kingdom,gb,274904.0,2017.9123287671232
11535,6,Dua Lipa,New Rules,272788,2017-11-30,United Kingdom,gb,281344.0,2017.9123287671232
11536,7,Clean Bandit,I Miss You (feat. Julia Michaels),267185,2017-11-30,United Kingdom,gb,267452.0,2017.9123287671232
11537,8,Big Shaq,Man's Not Hot,255948,2017-11-30,United Kingdom,gb,254555.0,2017.9123287671232
11538,9,Selena Gomez,Wolves,255043,2017-11-30,United Kingdom,gb,259982.0,2017.9123287671232
11539,10,Ed Sheeran,Perfect,242251,2017-11-30,United Kingdom,gb,248961.0,2017.9123287671232
11540,1,Mariah Carey,All I Want for Christmas Is You,490039,2017-12-01,United Kingdom,gb,490039.0,2017.9150684931508
11541,2,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),465532,2017-12-01,United Kingdom,gb,465532.0,2017.9150684931508
11542,3,Post Malone,rockstar,438836,2017-12-01,United Kingdom,gb,412312.0,2017.9150684931508
11543,4,Wham!,Last Christmas,422472,2017-12-01,United Kingdom,gb,422472.0,2017.9150684931508
11544,5,The Pogues,Fairytale of New York (feat. Kirsty MacColl),357421,2017-12-01,United Kingdom,gb,357421.0,2017.9150684931508
11545,6,Camila Cabello,Havana,348622,2017-12-01,United Kingdom,gb,335112.0,2017.9150684931508
11546,7,Rita Ora,Anywhere,313783,2017-12-01,United Kingdom,gb,307677.0,2017.9150684931508
11547,8,Marshmello,Silence,312610,2017-12-01,United Kingdom,gb,294297.0,2017.9150684931508
11548,9,NF,Let You Down,292925,2017-12-01,United Kingdom,gb,273400.0,2017.9150684931508
11549,10,Dua Lipa,New Rules,288579,2017-12-01,United Kingdom,gb,272788.0,2017.9150684931508
11550,1,Mariah Carey,All I Want for Christmas Is You,503379,2017-12-02,United Kingdom,gb,490039.0,2017.9178082191781
11551,2,Wham!,Last Christmas,453093,2017-12-02,United Kingdom,gb,422472.0,2017.9178082191781
11552,3,Post Malone,rockstar,434146,2017-12-02,United Kingdom,gb,438836.0,2017.9178082191781
11553,4,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),426292,2017-12-02,United Kingdom,gb,465532.0,2017.9178082191781
11554,5,The Pogues,Fairytale of New York (feat. Kirsty MacColl),372286,2017-12-02,United Kingdom,gb,357421.0,2017.9178082191781
11555,6,Camila Cabello,Havana,366159,2017-12-02,United Kingdom,gb,348622.0,2017.9178082191781
11556,7,Rita Ora,Anywhere,320413,2017-12-02,United Kingdom,gb,313783.0,2017.9178082191781
11557,8,Big Shaq,Man's Not Hot,312566,2017-12-02,United Kingdom,gb,312566.0,2017.9178082191781
11558,9,Band Aid,Do They Know It's Christmas? - 1984 Version,311971,2017-12-02,United Kingdom,gb,311971.0,2017.9178082191781
11559,10,Marshmello,Silence,307118,2017-12-02,United Kingdom,gb,312610.0,2017.9178082191781
11560,1,Mariah Carey,All I Want for Christmas Is You,473942,2017-12-03,United Kingdom,gb,503379.0,2017.9205479452055
11561,2,Wham!,Last Christmas,442604,2017-12-03,United Kingdom,gb,453093.0,2017.9205479452055
11562,3,The Pogues,Fairytale of New York (feat. Kirsty MacColl),370040,2017-12-03,United Kingdom,gb,372286.0,2017.9205479452055
11563,4,Post Malone,rockstar,366101,2017-12-03,United Kingdom,gb,434146.0,2017.9205479452055
11564,5,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),363039,2017-12-03,United Kingdom,gb,426292.0,2017.9205479452055
11565,6,Band Aid,Do They Know It's Christmas? - 1984 Version,318299,2017-12-03,United Kingdom,gb,311971.0,2017.9205479452055
11566,7,Camila Cabello,Havana,312364,2017-12-03,United Kingdom,gb,366159.0,2017.9205479452055
11567,8,Michael Bublé,It's Beginning to Look a Lot like Christmas,290075,2017-12-03,United Kingdom,gb,290075.0,2017.9205479452055
11568,9,Rita Ora,Anywhere,272127,2017-12-03,United Kingdom,gb,320413.0,2017.9205479452055
11569,10,Brenda Lee,Rockin' Around The Christmas Tree - Single Version,267518,2017-12-03,United Kingdom,gb,267518.0,2017.9205479452055
11570,1,Post Malone,rockstar,382889,2017-12-04,United Kingdom,gb,366101.0,2017.9232876712329
11571,2,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),366517,2017-12-04,United Kingdom,gb,363039.0,2017.9232876712329
11572,3,Mariah Carey,All I Want for Christmas Is You,339719,2017-12-04,United Kingdom,gb,473942.0,2017.9232876712329
11573,4,Wham!,Last Christmas,316788,2017-12-04,United Kingdom,gb,442604.0,2017.9232876712329
11574,5,Camila Cabello,Havana,311748,2017-12-04,United Kingdom,gb,312364.0,2017.9232876712329
11575,6,Rita Ora,Anywhere,280752,2017-12-04,United Kingdom,gb,272127.0,2017.9232876712329
11576,7,Marshmello,Silence,276251,2017-12-04,United Kingdom,gb,276251.0,2017.9232876712329
11577,8,The Pogues,Fairytale of New York (feat. Kirsty MacColl),274439,2017-12-04,United Kingdom,gb,370040.0,2017.9232876712329
11578,9,NF,Let You Down,269222,2017-12-04,United Kingdom,gb,269222.0,2017.9232876712329
11579,10,Clean Bandit,I Miss You (feat. Julia Michaels),268779,2017-12-04,United Kingdom,gb,268779.0,2017.9232876712329
11580,1,Post Malone,rockstar,388354,2017-12-05,United Kingdom,gb,382889.0,2017.9260273972602
11581,2,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),352584,2017-12-05,United Kingdom,gb,366517.0,2017.9260273972602
11582,3,Mariah Carey,All I Want for Christmas Is You,339486,2017-12-05,United Kingdom,gb,339719.0,2017.9260273972602
11583,4,Camila Cabello,Havana,315104,2017-12-05,United Kingdom,gb,311748.0,2017.9260273972602
11584,5,Wham!,Last Christmas,309904,2017-12-05,United Kingdom,gb,316788.0,2017.9260273972602
11585,6,Rita Ora,Anywhere,282850,2017-12-05,United Kingdom,gb,280752.0,2017.9260273972602
11586,7,Marshmello,Silence,280158,2017-12-05,United Kingdom,gb,276251.0,2017.9260273972602
11587,8,Clean Bandit,I Miss You (feat. Julia Michaels),275090,2017-12-05,United Kingdom,gb,268779.0,2017.9260273972602
11588,9,NF,Let You Down,270631,2017-12-05,United Kingdom,gb,269222.0,2017.9260273972602
11589,10,The Pogues,Fairytale of New York (feat. Kirsty MacColl),266603,2017-12-05,United Kingdom,gb,274439.0,2017.9260273972602
11590,1,Post Malone,rockstar,384385,2017-12-06,United Kingdom,gb,388354.0,2017.9287671232876
11591,2,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),342827,2017-12-06,United Kingdom,gb,352584.0,2017.9287671232876
11592,3,Mariah Carey,All I Want for Christmas Is You,339095,2017-12-06,United Kingdom,gb,339486.0,2017.9287671232876
11593,4,Camila Cabello,Havana,314918,2017-12-06,United Kingdom,gb,315104.0,2017.9287671232876
11594,5,Wham!,Last Christmas,311103,2017-12-06,United Kingdom,gb,309904.0,2017.9287671232876
11595,6,Rita Ora,Anywhere,286738,2017-12-06,United Kingdom,gb,282850.0,2017.9287671232876
11596,7,Clean Bandit,I Miss You (feat. Julia Michaels),272580,2017-12-06,United Kingdom,gb,275090.0,2017.9287671232876
11597,8,NF,Let You Down,271834,2017-12-06,United Kingdom,gb,270631.0,2017.9287671232876
11598,9,The Pogues,Fairytale of New York (feat. Kirsty MacColl),268046,2017-12-06,United Kingdom,gb,266603.0,2017.9287671232876
11599,10,Marshmello,Silence,267373,2017-12-06,United Kingdom,gb,280158.0,2017.9287671232876
11600,1,Post Malone,rockstar,380403,2017-12-07,United Kingdom,gb,384385.0,2017.9315068493152
11601,2,Mariah Carey,All I Want for Christmas Is You,342222,2017-12-07,United Kingdom,gb,339095.0,2017.9315068493152
11602,3,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),320841,2017-12-07,United Kingdom,gb,342827.0,2017.9315068493152
11603,4,Wham!,Last Christmas,310006,2017-12-07,United Kingdom,gb,311103.0,2017.9315068493152
11604,5,Camila Cabello,Havana,307813,2017-12-07,United Kingdom,gb,314918.0,2017.9315068493152
11605,6,Rita Ora,Anywhere,272345,2017-12-07,United Kingdom,gb,286738.0,2017.9315068493152
11606,7,NF,Let You Down,261881,2017-12-07,United Kingdom,gb,271834.0,2017.9315068493152
11607,8,Dua Lipa,New Rules,261846,2017-12-07,United Kingdom,gb,261846.0,2017.9315068493152
11608,9,The Pogues,Fairytale of New York (feat. Kirsty MacColl),261609,2017-12-07,United Kingdom,gb,268046.0,2017.9315068493152
11609,10,Clean Bandit,I Miss You (feat. Julia Michaels),256146,2017-12-07,United Kingdom,gb,272580.0,2017.9315068493152
11610,1,Mariah Carey,All I Want for Christmas Is You,427965,2017-12-08,United Kingdom,gb,342222.0,2017.9342465753425
11611,2,Post Malone,rockstar,397118,2017-12-08,United Kingdom,gb,380403.0,2017.9342465753425
11612,3,Wham!,Last Christmas,382795,2017-12-08,United Kingdom,gb,310006.0,2017.9342465753425
11613,4,The Pogues,Fairytale of New York (feat. Kirsty MacColl),330006,2017-12-08,United Kingdom,gb,261609.0,2017.9342465753425
11614,5,Camila Cabello,Havana,321598,2017-12-08,United Kingdom,gb,307813.0,2017.9342465753425
